name,wgt_avg,overall_score,style_score,abv,est_cal,beer_desc,ibu,mean
Epic Brainless IPA,3.69,96,96,6.5%,195,"
        
Our Brainless® IPA pays tribute to the collaborative efforts of innovative brewers. The fruity Belgian yeast and powerful American hops relentlessly tease your pallet.
      ",DNE,DNE
Hoppers Summerset Saison,3.61,96,91,7.4%,222,"
        Our Summerset Saison Ale is made with traditional Saison grains of barley malt, spelt, and raw oats.  We added Citra hops to both the kettle and during fermentation-along with complex rustic farmhouse yeast-giving a summer punch bowl of refreshing hoppiness. Enjoy this modern take of a classic artisan ale.
      ",DNE,3.82/5.0
Epic Imperial Red Ale,3.67,96,89,7.7%,231,"
        This beer is very popular!  Extremely complex and strong at 7.1% ABV.  This beer is well balanced between the caramel-malt driven profile and the dry, supporting hops.  Look for hints of dark bread and a slight fig or raisin taste all backed by a strong resin, but not overwhelming hop presence.",40,DNE
Epic Smoked & Oaked Belgian-Style Ale,3.67,96,95,9.5%,285,"
        This is a Belgian-style strong ale but with an American fusion twist dreamt up by Epic. Using authentic Belgian-style yeast, this is a malt-driven beer with Maris Otter malt as a base and a hint of Pilsner malt. For the first twist we use smoked cherry wood malt that works it’s magic, bringing a smoky sweetness to the caramel malts and a bit of peat flavor as well. This ale then really marries together when it hits the cask. The entire batch aging in the whiskey barrels nicely dries out the perceived sweetness of the caramel malt leaving an almost scotch like taste, with smoke, bourbon, hints of vanilla, wood, aged fruit from the Belgian yeast and some peat. A very, very special extremely flavorful strong ale made for sharing.   
",DNE,DNE
Epic / DC Brau Brainless: Corruption,3.61,96,99,6.2%,186,"
        Brainless® Belgian just got corrupted with hops! Brainless®: Corruption is our second collaboration beer with DC Brau (the first was Fermentation w/o Representation). DC Brau and Epic, both honored with invitations to SAVOR(SM), will be serving this beer in Washington DC as a celebratory beverage during the craft beer and food event in June. We brewed our award winning Brainless® Belgian Golden Ale and let DC Brau corrupt it with four types of hops, including the fruity Citra in the dry hop. Brainless®: Corruption starts out with a wonderful aroma of pineapple, hops and tart fruit. On first sip you taste that familiar cotton-candy and bubble gum sweetness of Brainless® that quickly gives way to a hoppy storm of tropical fruit and tart citrus that lingers on the tongue.
Note: the only way to identify this beer is near the ABV marking where is says Corruption. 
      ",DNE,DNE
Uinta Crooked Line Stompin’ Grounds Coffee Stout,3.66,96,97,8.1%,243,DNE,DNE,3.76/5.0
Uinta Detour Double India Pale Ale,3.66,95,81,9.5%,285,"
        Detour blazes the trail for fresh and bold Double IPAs. Four varieties of hops combine to step up the flavor profile. A hoppy adventure that finishes dry. Big in alcohol and character. Venture to pair with other spirited flavors such as those found in spicy ethnic foods.
      ",95,DNE
Hill Farmstead Ann,4.28,100,100,6.5%,195,"
        Ann is the wine barrel aged version of Anna (1902-?), our grandfather’s sister as well as the name of our Honey Saison. In her honor, we fill French Oak wine barrels with honey saison and allow the beer to mature in the presence of our resident microflora. After many months, a beautifully complex beer emerges--Anna becomes Ann. Naturally carbonated and dipped in beeswax, Ann displays the microflora of her landscape. This the ale that I dreamed to have shared with Anna.
      ",DNE,DNE
Alchemist Heady Topper,4.24,100,100,8%,240,"
        An American Double IPA, packed with over 120 IBU! 
      ",120,DNE
Hill Farmstead Abner,4.21,100,100,8.2%,246,"
        Abner (1867-1953) is our great grandfather; Hill Farmstead Brewery rests upon the land that was once home to him and his fourteen children.  In his honor, this Double IPA is dutifully crafted from American malted barley, a plethora of American hops, our ale yeast and water from Abner’s well.  It is unfiltered, naturally carbonated, and double dry hopped.  Aromatic and flowery, bursting with notes of citrus and pine, this is the ale that I dream to have shared with Abner.  

      ",DNE,DNE
Hill Farmstead Damon,4.15,100,99,10.5%,315,"
        Damon (1993-2004) The time spent with loved ones, now lost, seems to affect our mind and body perpetually:  memories happen upon us, unsuspectingly, and bring about tears of fond remembrance.   Damon was our brother – devout and patient in an age of busyness and distraction.  In his honor, we crafted and conditioned this Imperial Stout in bourbon barrels from our favorite distillery.  We still reflect, daily, upon our Damon and his scruffy chin of grey – of his loyalty and his love.   

27º Plato
      ",DNE,DNE
Hill Farmstead Ephraim,4.16,100,100,10.3%,309,"
        Ephraim (1823-1913) was our great-great grandfather; Hill Farmstead Brewery resides several hundred feet downhill from the land that he and his father settled.  In his honor, this Imperial India Pale Ale is dutifully crafted from American malted barley, buckets of American hops, our ale yeast and water from our well.  It is unfiltered, naturally carbonated, and double dry hopped.  Intensely aromatic and saturated with resinous hop flavor, this is the ale that I dream to have shared with Ephraim. 
 
10.3%, 21ºP, 280 Theoretical ibus.  Ingredients: Pale Malt; Dextrose; Centennial, Chinook, Columbus, Simcoe, and Warrior hops, Ale Yeast, and our Well Water. 

      ",280,DNE
Hill Farmstead Juicy,4.15,100,100,7.4%,222,"
        Juicy is inspired by our love for New Zealand - the adventures had therein, and the journeys grown from without. Our love for the landscape, the agriculture, and the spirited reflection of its inhabitants Long ago led to the vision of what lies before you. After many months of conditioning with our resident microflora in barrels that formerly held our Mimosa, the beer that we have referred to as Juicy is now ready to be enjoyed. 

Ingredients: American and European malts, American and New Zealand hops, Yeast, Brettanomyces, and our well water.
",DNE,DNE
Hill Farmstead Society & Solitude #5,4.15,100,100,7.8%,234,"
        Our experimental Double IPA series continues.

Imperial IPA. American and New Zealand hops.  Think Grapefruit.  7.8% abv
      ",DNE,DNE
Hill Farmstead Double Citra,4.11,100,100,8%,240,DNE,DNE,DNE
Hill Farmstead Double Galaxy,4.11,100,100,8%,240,"
        Imperial Single Hop IPA hopped exclusively with Galaxy. 
      ",DNE,DNE
Hill Farmstead Everett,4.12,100,100,7.2%,216,"
        Everett (1908-1939) was our grandfather’s brother; Hill Farmstead Brewery rests upon the land that was once home to him and his 13 siblings.  In his honor, this Porter is crafted from American malted barley, English and German roasted malts, American hops, our ale yeast, and water from our well.  It is unfiltered and naturally carbonated.  Decadent in its depth, with a complex backbone of chocolate, coffee, and malty sweetness, this is the ale that I dream to have shared with Everett.

7.5% ALC/VOL
21º P
Ingredients: Pale, Caramel, and Chocolate Malt, Roasted Barley, Columbus hops; Ale Yeast, and our Well Water. 
      ",DNE,DNE
Hill Farmstead Genealogy of Morals - Bourbon,4.11,100,98,10%,300,"
        An Imperial Stout brewed with Wheat and Coffee and aged in Bourbon barrels from our favorite distilleries...",DNE,DNE
Hill Farmstead Society & Solitude #6,4.11,100,100,8%,240,"
        Imperial Pale Ale featuring the Mosaic hop variety. 
      ",DNE,DNE
Alchemist Focal Banger,4.09,100,100,7%,210,"
        Crisp, clean malt character supporting copious additions of Citra and Mosaic hops. 
      ",DNE,DNE
Lawson’s Finest Double Sunshine IPA,4.09,100,100,8%,240,"
        This American Double India Pale Ale is packed with juicy tropical fruit flavors and bright herbal aroma, thanks to the abundance of US-grown hops.
      ",DNE,DNE
Lawson’s Finest Sip of Sunshine IPA,4.08,100,100,8%,240,"
        This lupulin-laden India Pale Ale is packed with juicy tropical fruit character, bright floral aromas and delectable layers of hop flavor. 
      ",DNE,DNE
Hill Farmstead Dorothy - Wine Barrel Aged,4.08,100,100,7%,210,"
        Farmstead ale dry-hopped and aged in wine barrels.
      ",DNE,4.25/5.0
Hill Farmstead Society & Solitude #2,4.08,100,100,9.5%,285,"
        The second in our series of experimental Imperial IPAs – Release #2 is essentially an Imperial version of James, our Black IPA.  Brewed with buckets full (literally) of Simcoe and Columbus hops, in the kettle and, as dry hops, in the fermenter.  This Imperial Black IPA is a mere 9.5% abv and heavily, heavily hopped… 
      ",DNE,DNE
Hill Farmstead Susan,4.09,100,100,6.2%,186,"
        American IPA brewed with our favorite hops.
      ",DNE,DNE
Grassroots Legitimacy,4.06,100,100,6.7%,201,"
        India Pale Ale brewed with 2-row malted barley, oats, and citrusy hops from the Pacific Northwest. Dry hopped copiously with Simcoe. Its sessionable drinkability belies its true IPA nature.
      ",DNE,DNE
Hill Farmstead Citra Single Hop Pale Ale,4.06,100,100,5.5%,165,"
        A pale ale bittered, flavored, and dry hopped exclusively with Citra.  
      ",DNE,DNE
Hill Farmstead Flora - Plum,4.05,100,100,DNE,DNE,DNE,DNE,DNE
Hill Farmstead Society & Solitude #3,4.05,100,99,8%,240,"
        Society and Solitude #3: The series of experimental Double IPAs continues.  This one is hopped with ample amounts of Columbus and is reminiscent of… an Imperial Harlan. 
      ",DNE,DNE
Hill Farmstead Society & Solitude #4,4.07,100,100,8.3%,249,"
        Double Citra meets Double Galaxy
      ",DNE,DNE
Hill Farmstead What Is Enlightenment?,4.06,100,100,5.4%,162,"
        American Pale Ale brewed in honor of our Second Anniversary.  Hopped with Simcoe and Amarillo.  
      ",DNE,DNE
Hill Farmstead Works of Love (Sante Adairius - 2013),4.06,100,100,DNE,DNE,"
        Collaborative saison brewed in 2013 at Festival of Farmhouse ales.
",DNE,DNE
AleWerks Bitter Valentine,4.02,100,99,8.3%,249,"
        Our Double IPA is loaded with Pacific Northwest hops blended with a light malt backbone. A bitter Valentine for you to love, how ever unrequited. 
      ",DNE,DNE
Hardywood Foolery,3.97,100,95,14%,420,"
        Hardywood Foolery is a huge Imperial Stout aged for eight months in bourbon barrels. Massive chocolate, vanilla, and caramel flavors are preceded by aromatic hints of dark cherry, tobacco, leather and oak. Thick and rich, Foolery brings rounded bourbon character contributions from the barrels and a nice warming finish.
      ",DNE,4.07/5.0
AleWerks Cafe Royale,3.94,99,93,8%,240,"
        ""This is our Coffeehouse Stout amped up to 8% abv and aged for a couple of months in Virginia Gentleman Reserve Bourbon Barrels. Another unique AleWerks beer which blends the rich, coffee-milk stout flavors with those of vanilla and bourbon.""
      ",DNE,DNE
Hardywood Kentucky Christmas Morning,3.92,99,92,10.6%,318,"
        Hardywood Kentucky Christmas Morning is liquid proof that good things come to those who wait. Our original Gingerbread Stout takes an initial transformation through months of aging in Kentucky bourbon barrels, reaching new levels of maturity with layers of vanilla, coconut, and toasted oak. Before bottling, the barrel aged stout is cold filtered through heaps of freshly cracked locally roasted coffee beans, showcasing the nostalgic joys of Christmas Morning.
      ",55,4.03/5.0
Hardywood Christmas Morning,3.93,99,93,9.2%,276,"
        A blend of Brazilian and Sumatran coffee beans from Richmond’s Blackhand Coffee Co take this variation of our Gingerbread Stout to a whole new level of decadence. Christmas Morning offers layers of gingerbread flavor complimented by the smooth nuances of freshly brewed coffee. We hope you make this part of your holiday tradition in the years to come.
      ",55,4.04/5.0
Sweetwater Tavern High Desert Imperial Stout,3.93,99,92,10.8%,324,"
        an exceptionally rich, powerful stout in the style originally brewed in England for the Tsars of Russia...warming and complex with flavors of dried fruit & chocolate...a silver medal winner at the Great American Beer Festival in Denver, CO in September ‘01
      ",DNE,DNE
AleWerks Secret Admirer,3.89,99,98,8%,240,DNE,DNE,4/5.0
Three Notch’d Biggie S’mores Imperial Stout ,3.88,99,89,8%,240,"
        This rich, creamy imperial stout is made with 80 boxes of Honey Maid Graham Crackers. The special roasted barley used gives the beer a rich, chocolate-y backing and the lactose gives the beer a sweet, smooth finish.
      ",40,4.03/5.0
Hardywood Trickery,3.88,99,89,13.5%,405,"
        Imperial milk stout aged in apple brandy barrels for 5 months for a smooth apple brandy finish. Warm caramel, blackstrap molasses, and chocolate covered cherries.
      ",65,DNE
Lickinghole Creek Supreme Leader,3.85,99,87,13.5%,405,"
        (Bourbon Barrel Version of Heir Apparent)
13.5% ABV, 60 IBU
Bourbon Barrel Imperial Stout spiced with cocoa, vanilla, cinnamon, cayenne, New Mexican Ancho Chile and serrano peppers.  The Supreme Leader Serves the People!
      ",60,3.96/5.0
AleWerks Brewmasters Reserve Bourbon Barrel Porter,3.85,99,93,9%,270,"
        Limited to 2009 bottles. A porter, to which rapadou (Carribean unrefined cane sugar from Haiti) was added (but not caramelized rapadou as in the Rapadou Porter) and aged for two months in Virginia Gentleman bourbon barrels. It is a complex porter, to which the flavors of vanilla and a little bourbon have been added as a result of the aging process.
      ",DNE,DNE
Sweetwater Tavern Barrel Aged High Desert Imperial Stout,3.79,99,82,10.8%,324,"
        This beer is aged in a J.W. Lees Harvest Ale (Lagavulin) cask.

      ",DNE,4.02/5.0
Hardywood Apple Brandy Barrel GBS (Gingerbread Stout),3.84,99,86,10.4%,312,"
        Our Gingerbread Stout blends in perfect harmony with the cinnamon kissed oak staves of the apple brandy barrels in which it was matured. This barrel aged imperial milk stout crescendos with notes of honey, chocolate and fragrant cinnamon.
      ",55,4/5.0
Hardywood Bourbon GBS (Gingerbread Stout),3.85,99,100,11%,330,"
        Gingerbread Stout Aged in Virginia Bourbon Barrels",55,DNE
Hardywood Gingerbread Stout,3.84,99,85,9%,270,"
        
Brewed with baby ginger from Casselmonte Farm and wildflower honey from Bearer Farms, Hardywood Gingerbread Stout captures the terroir of central Virginia in a rich, creamy libation with a velvety mouthfeel and an intriguing evolution of flavors from milk chocolate and vanilla to honeycomb and cinnamon to a snap of ginger in the finish. Deep, dark chocolate in color with a mahogany tint and a frothy, caramel colored head, Hardywood Gingerbread Stout offers aromatics of holiday spice originating from the ginger, and balanced with a generous dose of whole Madagascar bourbon vanilla beans and Vietnamese cinnamon. Milk sugar (lactose) contributes to the full body of this stout and tames its roasty character, while oats lend a silky quality. Enjoy fresh, or cellar for a special occasion. We hope Hardywood Gingerbread Stout contributes to your merriment this season.
      ",DNE,DNE
Hardywood Bourbon Barrel Raspberry Stout With Vanilla Beans,3.83,99,85,11.5%,345,"
        Bourbon Barrel Aged Chocolate Raspberry Stout Finished on Madagascar Vanilla Beans. A dessert beer to the core, our Raspberry Stout is truly a feat in decadence. Loads of chocolate malt, cocoa nibs and local, late season red raspberries from Agriberry Farm all contribute to what would best be described as a raspberry truffle in liquid form. We then take this beer on another journey through months of maturation in freshly emptied bourbon barrels and finish it on Madagascar Vanilla Beans. The resulting flavor is a smooth, rich dark chocolate, ripe red raspberry and delicate notes of vanilla and bourbon.
      ",DNE,3.95/5.0
Devils Backbone / Wicked Weed Seven Summits,3.82,98,83,10.5%,315,"
        Seven Summits (10.5% ABV; 20 IBU) an Imperial Stout brewed with ingredients inspired by the world’s famed Seven Summits.  This complex brew includes Coconut (South America’s Aconcagua summit), Cocoa (Africa’s Kilimanjaro summit), Blue-green Algae (Antartica’s Vinson summit), American Oak (North America’s Denali summit), Pink Himalayan Sea Salt (Asia’s Everest summit), Black Rye Bread (Europe’s Elbrus summit) and Wattle seeds (Australia’s Mt. Kosciuszko summit.)
      ",20,3.94/5.0
The Veil Crucial Taunt Double IPA,3.79,98,94,8%,240,DNE,DNE,3.91/5.0
Legend Imperial IPA,3.74,98,92,8%,240,"
        A big, crisp Ale that is hopped to the extreme. A Combination of Pale Ale, Bonlander Munich and Carapils Malts to which a very, very, generous amount of hops has been added gives a balanced 126 IBU beer.
      ",126,DNE
The Veil Master Master Shredder Shredder,3.78,98,99,5.5%,165,"
        This is the double dry-hopped version if our beloved flagship IPA Master Shredder. This one came out insane. Our favorite MS variant yet! Incredible aroma. Dank, fresh orange peel, grapefruit, slight onion(in a good way). We had a very low yield due to some technical difficulties and an insane amount of dry-hopping. 
      ",DNE,3.96/5.0
Lickinghole Creek Great Commander,3.8,98,80,13.5%,405,"
        The Great Commander is a Rum Barrel Imperial Stout spiced with cocoa, vanilla, cinnamon, cayenne, New Mexican Ancho Chile and serrano peppers. Flavors of chocolate, rum and vanilla meld together seamlessly with the perfect amount of spice and heat. The Great Commander is the spark setting fire to the hearts of the masses!
      ",60,4.07/5.0
Lickinghole Creek Coconut Quadrupel Ale,3.74,97,90,11.2%,336,"
        Coconut Belgian-style Quad. Coconut Quad combines the flavor of fresh coconut with the mysterious sweetness of a Belgian Quad. We used our house Belgian yeast strain, which adds to the complexity of the quad, and Belgian Candi Syrup called D-180. D-180 is a very dark, award winning premium Candi Syrup, which contributes to the depth and lightens the body of the most authentic Belgian-Style Quads. Tasting notes of raisin, plum, prune & coconut. More Coconut!
      ",27,3.97/5.0
Mad Fox Batch 100 Strong Black Ale,3.77,98,95,15%,450,"
        This epic beer is a numerologist’s dream - 100 specific gravity points, 100 IBUs, 100% Centennial hops and 10.0% ABV. Imagine the prodigal son of Black IPA and Russian Imperial Stout, aged in Evan Williams Single Barrel Vintage 1999 Bourbon barrels. Our brewers combine the big hop flavor and aroma and sharp roast malt of a Black IPA with the smooth plum pudding malt and spirit warming of a Russian Imperial Stout. The Bourbon barrels add layers of vanilla, toffee, caramel and oak that increases the complexity to the point of absurdity. Our Batch 100 beer defies categorization, but it is an epic journey in your mouth.
      ",100,3.99/5.0
Lickinghole Creek Heir Apparent,3.77,98,76,11.5%,345,"
        Heir Apparent is an imperial stout with a complex caramel soul tempered by a chocolate and roasty undertone.  Sweeter in style than Russian Imperial stouts at only 60 IBUs but balanced by the heat of fresh Mexican peppers, vanilla and cacao nibs.  The Heir Apparent is ambitiously biding his time until he comes to power.  His time will come.
      ",DNE,3.86/5.0
Reaver Beach The Kracken,3.77,98,93,10%,300,"
        A Monstrously Hopped Triple India Pale Ale
      ",100,4.08/5.0
Fremont Abominable - Bourbon Barrel Coffee Cinnamon,4.13,100,100,14%,420,"
        Lovingly referred to by Fremonters as the B-BOMB, this bourbon barrel-aged edition of our winter ale has a warming spicy aroma and rich carmelly notes of bourbon, wood and vanilla added to dark roasty chocolatey malt flavors and subtle hopping.",DNE,DNE
Fremont Brew 1000,4.07,100,100,10%,300,"
        Made in celebration of Fremont’s 1,000th brew.  Made with Maris Otter malt, white wheat, Magnum and Golding hops.  Aged for 2 months in 2bar whiskey barrels.
      ",DNE,DNE
Fremont Rusty Nail,4.06,100,98,13.2%,396,"
        An imperial oatmeal stout with pale barely, smoked barley, brewer’s licorice, cinnamon bark, aged in Heaven Hills barrels for close to a year. The barrel aged version of the Pinebox 1st anniversary The 1st Nail.
      ",DNE,4.21/5.0
Fremont Dark Star - Bourbon Barrel,4.06,100,97,14.5%,435,"
        Our Imperial Oatmeal Stout aged in 15 year old single use Kentucky Bourbon Barrels. The roasted and chocolate malts compliment the smooth oats to bring you a stout delight wrapped in gentle embrace of Bourbon Barrel aged warmth. A touch of sweetness dances in balance with the hops to finish with a wave and then she’s gone.
",DNE,DNE
Fremont Dark Star - Bourbon Barrel Coffee Edition,4.04,100,97,11%,330,DNE,DNE,DNE
Walking Man Jaywalker Russian Imperial Stout,3.98,100,96,12.7%,381,"
        Commemorative ale brewed in memory of Jay Johnson. IBU  100+
      ",DNE,DNE
Fremont Abominable - Bourbon Barrel ,3.99,100,99,11%,330,"
        Lovingly referred to by Fremonters as the B-BOMB, this bourbon barrel-aged edition of our winter ale has a warming spicy aroma and rich carmelly notes of bourbon, wood and vanilla added to dark roasty chocolatey malt flavors and subtle hopping. ",8,DNE
Fremont Dark Star - Bourbon Barrel Spice Wars,3.98,100,95,11%,330,"
        BBADS with vanilla, cinnamon, nutmeg, allspice, ginger, and cloves.
      ",DNE,DNE
Holy Mountain Midnight Still - Coffee Vanilla,3.94,99,93,13%,390,"
        Midnight Still is a coffee/vanilla variant infused with Madagascar vanilla beans and Nine Swans blend coffee from Elm Coffee Roasters in Pioneer Square. ",DNE,4.11/5.0
Black Raven Wisdom Seeker Double IPA,3.9,99,98,8.9%,267,"
        Malt: 2-Row Barley",85,DNE
Fremont Cowiche Canyon - Citra & Simcoe (Fresh Hop),3.86,99,100,6%,180,"
        Cowiche Canyon Fresh Hop Ale is made from select organic hops grown in the famous Cowiche Canyon of the Yakima Valley. Fresh Hop ales are brewed with hops harvested and placed in our kettle within 24 hours. We use only fresh hops throughout this beer for a unique, once-a-year beer. We brew Cowiche Canyon ale in partnership with legendary hop-growing wizards from the Yakima Valley in a joint effort to launch a large-scale organic hop industry in Washington State…Because Organic Hops Matter. A portion of all sales goes toward the Cowiche Canyon Conservancy.",70,DNE
LaConner Olde Curmudgeon,3.82,99,94,DNE,DNE,DNE,DNE,4.03/5.0
Holy Mountain Misère au Borinage,3.85,99,95,5.3%,159,"
        A foudre aged grisette, brewed with a large quantity of both raw and malted wheat, and aged for many months with a mixed culture of Brett and Lacto in one of our foudres. Misère (mee-zair) was then refermented in the bottle with Brett and allowed to condition for three months. This grisette is nicely tart, dry, and funky. Definitely our best batch of grisette to date.
      ",DNE,3.98/5.0
Alpenfire smoke,3.84,99,100,16%,480,"
        smoke, our smoky-oaky after dinner tipple cider has been triple fermented in whiskey and mead barrels.  It starts with Kingston Black, Dabinett and Vilberie apples for a very tannic base.  Aging in charred oak concentrates all the best features of each apple variety.  This cider is being sold as a fund-raiser for the many victims of this tragic 2013 fire season.  Please pick up a bottle at your local bottle shop or in our tasting room and give whatever additional support you can to the Wildland Firefighter Foundation.
      ",DNE,4.02/5.0
Silver City Le Fat,3.84,99,99,10%,300,"
        Fat (Bastard) Scotch Ale fermented with Belgian yeast and then aged extensively in Merlot, Malbec and Cabernet wine barrels.
",DNE,4.08/5.0
Fish Tale 10² Anniversary Ale,3.83,99,96,10%,300,"
        10 Types of Hops - 100 IBU’s - 10% alc by vol. - Oak Barrel Aged - October, 2003 ",100,DNE
Black Raven Grandfather Raven Imperial Stout,3.82,99,84,9.5%,285,"
        
In the creator role, and in the Raven’s role as the totem and ancestor, the Raven is often addressed as Grandfather Raven. With this stately sense of pomp and tradition we bring you our Imperial Stout. This robust black ale is full with rich dark caramel, unsweetened chocolate, and hints of coffee aromas and flavors. Stately indeed, but at 9.5% ABV, perhaps it is just a vain attempt to encourage the trickster spirit to act respectably. Released annually in the winter.
",70,DNE
Old Schoolhouse Imperial Stout,3.81,99,83,10%,300,"
        Old Schoolhouse Brewer’s Reserve, waxed bottle and wicked stout flavor. Deep, dark, and complex with layers of caramel, chocolate, and roasted malts. Very rich with high alcohol and plenty of hops to balance out the loads of malted barley.
      ",DNE,DNE
Boundary Bay Imperial IPA,3.78,98,94,9%,270,"
        A full-bodied, copper India Pale Ale. Fairly strong alcohol content and an aggressive fresh hop quality. Original Gravity 1.084

      ",DNE,DNE
Elysian Dragonstooth Stout,3.81,98,82,8.1%,243,"
        A smooth and sturdy stout, made with 10% rolled oats, roasted barley and chocolate malt. The name is referential to the founders of Thebes, warriors who sprang from the earth when the teeth of a slain dragon were sown by Cadmus. Bittered with Chinook; finished with Cascade and Columbus hops. ",DNE,DNE
Pike XXXXX Stout,3.81,98,99,7%,210,"
        A full-bodied beer with deep chocolate color, velvety malt texture, and a dark-roasted flavor, with hints of smokiness and coffee. It combines the dryness of traditional Dublin-style stout with the strength and character of Imperial Stout.
      ",65,DNE
Holy Mountain Midnight Still - Cherry Rye,3.8,98,81,13%,390,"
        Midnight Still was aged on Sweetheart cherries from a small producer in Chelan in Rittenhouse Rye barrels for 19 months. This Cherry/Rye blend also contains Barrel 001, the first Midnight Still barrel ever filled. ",DNE,3.96/5.0
Urban Family Lady of the Night,3.8,98,93,6.19%,186,"
        Citra, Amarillo and Centennial combine with a lactobacillus soured pale ale. 
      ",DNE,DNE
Elysian The Fix,3.8,98,81,8.9%,267,"
         Dark, rich, and roasty with Stumptown coffee and aged on cocoa nibs sourced by Theo Chocolate, this stout is complex and full of your favorite dark matter.
      ",55,3.93/5.0
Elysian Punkuccino Coffee Pumpkin Ale,3.79,98,100,5%,150,"
        A pumpkin ale with the attitude of a world-weary barista, Punkuccino packs a short shot of Stumptown coffee toddy in your pint with a shake of cinnamon and nutmeg.
      ",DNE,DNE
DC Brau On the Wings of Armageddon,3.86,99,97,9.2%,276,"
        And so it was written....... ",115,DNE
DC Brau Solar Abyss,3.77,98,93,10%,300,"
        Alright, alright, alright… So you heard about the Armageddon. Didn’t happen. Not to worry though, there’s a new fiesta in the making. Solar Abyss. Party in your mouth. Lots of Mosaic hops. Everybody’s gonna be there. You should come. Piney, earthy, a little dank with that strawberry cough. Why don’t you ditch the geeks and get on board.......
      ",DNE,3.86/5.0
"Right Proper Diamonds, Fur Coat, Champagne",3.78,98,97,3.6%,108,"
        Aromatized Berliner weisse
",DNE,3.91/5.0
James E. Pepper 1776 American Brown Ale ,3.75,97,94,10.4%,312,"
        James E. Pepper brewed an American Brown Ale and aged it in oak barrels.  The Ale was aged in the same oak barrels in which James E. Pepper recently aged their 1776 Straight Rye Whiskey.  The Ale is a deep, dark brown ale, that, when served, could be mistaken for a stout.  The taste is sweet with coffee, vanilla and oak notes shining through.  The rye comes through a bit on the finish.

      ",DNE,DNE
DC Brau / Oskar Blues Smells Like Freedom,3.73,98,98,7%,210,"
        Smells Like Freedom is our first collaboration with Oskar Blues. The 7-percent IPA — which is being brewed both at Oskar Blues and at DC Brau — is a nod to D.C.’s Initiative 71, the marijuana-legalization measure approved in November and expected to take effect early 2015.",65,3.82/5.0
Right Proper Kick.Kick.Snare,3.74,97,96,3.1%,93,"
        Today we introduce Kick.Kick.Snare, a dry-hopped Berliner weisse. This 3.1% rustic wheat beer was fermented solely with lactobacillus, then lightly dry-hopped with Citra and Cascade for an intensely acidic and juicy experience. Bright acidity highlights flavors of peaches, apricots, and citrus. Is it cold outside? I hadn’t noticed.
      ",DNE,3.89/5.0
Bluejacket A Little Golden Gem,3.7,97,98,3.8%,114,"
        A Winter’s Gose; Bright, Tangy & Tantalizing With Juicy Citrus Notes and A Dusting Of Spice; Brewed With 60% Wheat (50% Malted & 10% unmalted), Lightly Hopped With Jarrylo, Seasoned With Coriander, spiked With Sea Salt, Soured For 5 Days With Our House Strain Of Lactobacillus & Finished With 100 Pounds Of Fresh Kumquats.
      ",6,3.82/5.0
Bluejacket Wallflower,3.71,97,83,5.2%,156,"
        A brightly quenching, floral & juicy dry-hopped sour blond ale; soured for 5 days in our horizontal stainless tank with house lactobacillus,
then hopped & dry-hopped with Nelson Sauvin, Galaxy & Hull Melon hops.
      ",25,3.82/5.0
Bluejacket Forbidden Planet,3.7,97,100,4.2%,126,"
        
Heavily dry hopped with Australian-grown galaxy hops; semi-dry & quaffable with bold passion fruit, peach & mango aromatics.
      ",20,DNE
Bluejacket / Intangible Ales Gene Turns 10k,3.67,96,79,6%,180,"
        A farmhouse ale brewed for Gene Bonventre’s 10,000th RateBeer rating!  Crisp, dry and subtly nuanced, offering an aromatic array of lemon zest, cracked pepper, white grapefruit and earthy funk; crafted in collaboration with our friends Terry Hawbaker & Kristen Mullen (Intangible Ales), as well as with our good buddy Gene himself.  Brewed with rye & oats, hopped with Citra, Aramis & Chinook, soured with lactobacillus and fermented exclusively with Brettanomyces Bruxellensis Drei for six months in tank. 
      ",29,DNE
Bluejacket Mexican Radio,3.67,96,96,7.4%,222,"
        A creamy confluence of milk chocolate & vanilla is dusted in cinnamon spice & finished with a sweet & mildly smoky hint of ancho chili pepper; brewed with oats & lactose milk sugar; finished w/ vanilla beans, ancho chilies, cinnamon & cacao nibs locally-roasted by our friends at Undone Chocolate (Washington, DC).
      ",32,DNE
Right Proper The Lubitsch Touch,3.66,96,97,4.7%,141,"
        Our pale rauchbier is brewed with a mix of smoked malts for complexity and is a nod to the old Polish-style grätzer. A bit of campfire in a glass.
      ",DNE,3.77/5.0
Bluejacket / Brooklyn / New Belgium Rheinard de Vos,3.65,95,77,6.7%,201,"
        An homage to the natural red wines of Auvergne, France, this soured Red Ale was fermented with Brettanomyces Bruxellensis Drei for notes of wild strawberry, earth & black pepper.
      ",DNE,3.76/5.0
DC Brau Penn Quarter Porter,3.66,95,97,5.5%,165,"
        Penn Quarter Porter is our first in a line of draft-only limited-release beer, and it’s a robust porter! In the way that The Public is on the line between a pale ale and an IPA, this is on the line between a porter and a stout - with chocolate notes and a dry, roasted finish. 
      ",DNE,DNE
