review_count,style_score,brewer,wgt_avg,beer_img,state,beer_rank,overall_score,beer_style,beer_name,abv,est_cal,mean,ibu,beer_desc
9,,Epic Brewing Company (UT/CO),3.74,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_463585.jpg",UTAH,13,97,Imperial Stout,Epic Double Barrel Big Bad Baptist,12.3%,369,4.08/5.0,,"The idea behind Double Barrel Big Bad Baptist was born when our friends at HotBox Roasters, based out of Longmont, CO told us they’ve been aging green coffee beans in retired spirits barrels. Our eyes widened at the possibilities, it was like a new frontier of flavor had been opened up. 

Green coffee beans are like sponges, they soak up the aromas and flavors of their environment. If you put them in a used whiskey barrel, you’ll get notes of toffee, vanilla, oak, and campfire alongside the beans natural fruity and roasted flavors. The barrel aged coffees coming from HotBox are some of the most exciting and truly unique coffees we’ve tasted. We selected their single origin Ethopian Yirgacheffe for its bright blueberry and pomegranate flavors. It’s a major departure from the classic Columbian and Central American flavor profile we normally select for Big Bad Baptist but with the additional flavor contribution from the whiskey barrel and Hot Box’s carful roasting, the coffee comes to the forefront of the beer and really showcases the unique process.

To accommodate the bold flavors of the coffee we sourced equally creative and maliciously crafted cacao nibs from Solstice Chocolate. Solstice Chocolate is a small artisan chocolate maker based out of Salt Lake City. They specialize in sourcing exotic, organically grown cacao from around the world. Each single origin cacao is roasted in house to bring out its inherent characteristics.

Double Barrel Big Bad Baptist is the cream of the crop with only the choicest barrels selected for the blend, barrel-aged single-origin coffee, artisanal micro-batch cacao nibs, and our ceaseless passion for style."
499,91,Uinta Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_123704.jpg",UTAH,12,97,Barley Wine,Uinta Crooked Line Cockeyed Cooper ,11.1%,333,/,,Launch into the exquisite flavors of bourbon with splashes of vanilla. Watch for currents of dark chocolate and dried fruit. Generous amounts of hops and malts make for a smooth journey from start to finish. Decadent desserts and aged cheeses make superb companions.
32,100,Epic Brewing Company (UT/CO),3.74,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_244647.jpg",UTAH,11,97,Spice/Herb/Vegetable,Epic Old Sage Brett,,,3.84/5.0,228,"This wise old beer shows off lots of herbal funk. Brewed with rosemary, sage and thyme then aged in old Brainless on Peaches casks with Brettanomyces yeast. Flavors of tropical citrus mix with chardonnay notes and a funky, slightly tart finish."
34,89,Epic Brewing Company (UT/CO),3.75,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_349005.jpg",UTAH,10,98,Sour/Wild Ale,Epic Sour Brainless on Peaches,7.3%,219,3.84/5.0,,"The intense and complex sour character of this beer is developed in oak Foeders containing select cultures of Lactobacillus, Pidiococcus and wild yeast. The process is slow and delicate, regularly taking a year or more.

Once our brewers have decided it’s ready, we blend the soured beer into hand-selected oak barrels with fresh peach puree, where it undergoes additional sour fermentation and aging."
178,91,Squatters Craft Beers,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_118233.jpg",UTAH,9,98,Sour Red/Brown,Squatters 529,7.15%,215,/,,An Oud Bruin style Sour. A mix of a two month old and 18 month oak aged batches. Inspired by Rodenbach. Available in 750 ml bottles.
47,79,Epic Brewing Company (UT/CO),,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_363507.jpg",UTAH,8,98,Imperial Stout,Epic Son of a Baptist,,,/,246,Son of a baptist is a young and rebellious version of our award winning big bad baptist. Our Brewers aggressively add dark roasted coffee and cacao nibs to kick start your funday. At 8% abv you can imbibe and still stay on the good side of the lord.
827,98,Uinta Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_137681.jpg",UTAH,7,98,Black IPA,Uinta Dubhe Imperial Black IPA,9.2%,276,/,,Ale brewed with Hemp seed.
304,95,Uinta Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_196513.jpg",UTAH,6,98,Baltic Porter,Uinta Crooked Line Sea Legs Baltic Porter,,,/,240,"Complex and drinkable, Sea Legs delivers flavors of roasted malt and chocolate. Sea Legs was aged in Bourbon Barrels for nearly 12 months adding toasted vanilla and bourbon notes to the flavor profile. This Medium-bodied Baltic Porter has a complex malt profile and mild hop bitterness. With a hidden ABV of 8%, Sea Legs is a siren of a beer."
401,91,Squatters Craft Beers,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_115392.jpg",UTAH,5,99,Imperial Stout,Squatters Outer Darkness,,65,/,,"Welcome to the biggest beer Squatters Pub Brewery has ever made! A Russian Imperial Stout is one of the most intensely flavored beers a brewer can create. The combination of rich roasted barley, oak, molasses and licorice root combine to create an utterly unique and complex imperial stout experience.
We had to mash in twice to get our starting gravity of 27 plato (1.108 specific gravity). We boiled 3.5 hrs to enhance caramelization and used molasses and licorice root at the end of boil. Outer Darkness is aged with oak, has 65 ibu’s and bottle conditioned. We hope you have as much fun drinking it as we did making it. Please share with another and drink wisely."
557,98,Uinta Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_123626.jpg",UTAH,4,100,Imperial Porter,Uinta Crooked Line Labyrinth Black Ale,,,/,396,"Enter the Labyrinth, a multi-dimensional black ale. Discover the complex intermingling of black licorice and toasted oak. Seek the subtle hints of bittersweet chocolate. Flavors are enhanced when served cool, not frigid. Explore pairing Labyrinth with flavorful cheeses and rich desserts."
13,95,Epic Brewing Company (UT/CO),3.99,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_463566.jpg",UTAH,3,100,Imperial Stout,Epic Big Bad Baptista,11.7%,351,4.32/5.0,,"Big Bad Baptista is inspired by traditional Mexican coffee, Café de Olla, which is served with cinnamon and piloncillo, an unrefined sugar. The Cinnamon adds another layer of complexity and accentuates the earthy character of Mexican Coffee, but more importantly, it captures the essence of a place and its culture. As beverage geeks we wanted to pay homage to that rich tradition and offer our unique take.

Big Bad Baptista is a combination of Vanilla, Cinnamon, Mexican coffee roasted by Blue Copper, and Solstice Chocolate cacao nibs. It’s luxurious to say the least, with a pleasant warming sensation generated by the cinnamon and alcohol. Enjoying the interplay of chocolate, malt, oak, and spice is the perfect way to spend a cool evening, with friends around a fire"
246,99,Squatters Craft Beers,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_91741.jpg",UTAH,2,100,Sour/Wild Ale,Squatters Fifth Element,6.75%,202,/,,Fifth Element was brewed December 2007 and laid down to age in oak barrels January 2008. It has light peach/fruit notes and a beautiful golden hue. High carbonation created during bottle conditioning gives it a champagne like texture on the pallet. It finishes slightly tart and cleansing.
690,96,Epic Brewing Company (UT/CO),,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_154043.jpg",UTAH,1,100,Imperial Stout,Epic Big Bad Baptist ,12.7%,381,/,,"It’s Big, it’s Bad, Bourbon Barrel Aged Imperial Stout, with Coffee and Cocoa Nibs."
44,99,(512) Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_137669.jpg",TEXAS,24,98,Sweet Stout,(512) Cascabel Cream Stout,6%,180,/,,"Our cream stout, is an indulgent beer brewed with generous amounts of  English chocolate and roasted malts, as well as the traditional addition of lactose. Our stout, however, parted ways with tradition when we added over 20 pounds of Cascabel peppers to the beer.  Cascabel peppers, also called Guajillo, are characterized by their earthy character and deep, smooth spiciness. The peppers were de-stemmed by hand and added to the beer post-fermentation to achieve their most potent flavor potential. They add hints of raisins and berries to the beer, as well as a subtle tingling spiciness that washes away with each gulp."
28,95,Austin Beerworks,3.79,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_215970.jpg",TEXAS,23,98,Imperial IPA,Austin Beerworks Heavy Machinery IPA Series #2: Double IPA,,,3.91/5.0,300,"This monster of an IPA is loaded with Simcoe, Citra, and Ahtanum hops, giving it huge citrus and pine aromas that pack as much punch as Sam Elliott’s mustache. The beer is light amber in color, and features a strong caramel and Vienna malt backbone to complement those intense hops."
42,92,Freetail Brewing Co.,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_185404.jpg",TEXAS,22,98,Sour/Wild Ale,Freetail Raspberry Ananke,,10,/,,"Rarely released in its purest form, Ananke is the backbone of our wild ale program, a base beer used for blending and fruit infusion. Named for the ancient Greek Goddess of inevitability and personification of destiny, necessity & fate, Ananke helps bring order to an otherwise chaotic universe. Such as her namesake, this delicately sour ale’s presence is felt throughout all of our barrel-aged beers. We present to you this batch, with raspberries added in the secondary tank. Stin ijiasas! Ingredients: Pilsen & acidulated malts; raw wheat; flaked rye; Perle hops; top-fermenting yeast; wild yeast & bacteria; natural, limestone-filtered, Edwards Aquifer H2O; raspberries; love"
10,94,Jester King Brewery,3.81,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_422453.jpg",TEXAS,21,98,Sour/Wild Ale,Jester King Nocturn Chrysalis - Gin Barrel Aged,,7,4.14/5.0,,"We’re very excited to introduce Gin Barrel Nocturn Chrysalis! We took our Nocturn Chrysalis Barrel Aged Sour Beer Refermented with Blackberries and aged it in a gin barrel from our friends down the road at Revolution Spirits!

Gin Barrel Nocturn Chrysalis involved a long process to make. It was brewed in 2014, aged in oak barrels for about a year, refermented with blackberries, then aged in a gin barrel for another ten months! It was bottled on April 6th, 2016. At the time of bottling, it was 7.5% alcohol by volume, 1.001 specific gravity (0.25 Plato), 7 IBU, and 3.4 pH."
42,95,Real Ale Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_122610.jpg",TEXAS,20,98,Barley Wine,Real Ale The Kraken,,77,/,,Barrel-aged Sisyphus. Part of the Mysterium Verum.
107,84,Jester King Brewery,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_177065.jpg",TEXAS,19,99,Imperial Stout,Jester King / Mikkeller Whiskey Barrel Rodeo,12%,360,/,,"This version of Jester King and Mikkeller’s collaborative imperial oatmeal stout, made with chipotle peppers and smoked malt, was aged for six months in Tennessee whiskey barrels, prior to the addition of a special blend of Vietnamese coffees, including a large portion of authentic Kopi Luwak coffee (a.k.a. “weasel coffee”)."
29,97,Brash Brewing Company,3.82,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_210363.jpg",TEXAS,18,99,American Strong Ale,Brash Biggie Smalls Imperial Brown Ale ,,,3.93/5.0,330,Imperial Brown Ale aged in rum and whiskey barrels.
125,95,Jester King Brewery,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_269547.jpg",TEXAS,17,99,Sour/Wild Ale,Jester King Nocturn Chrysalis (Batch 2+),,,/,177,"For blend 2, Marion blackberries from Oregon were added to oak barrels containing mature sour beer (Das Überkind - NOT Ru-55 as the original was) . The beer was then allowed to referment to dryness. Unfiltered, unpasteurized, and 100% naturally conditioned."
51,85,Lakewood Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_195715.jpg",TEXAS,16,99,Imperial Stout,Lakewood Bourbon Barrel Temptress (BBT),,56,/,,"Everything you love about our Imperial Milk Stout, but boozier and nicely-aged. One could go so far as saying Bourbon Barrel Temptress is the ""cougar"" of milk stouts. Hints of vanilla, oak, toffee, caramel, and roasted coffee intertwine for a boozy, dangerously smooth treat. Take your time with her and she’ll reward you."
21,86,Saint Arnold Brewing Company,3.84,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_309691.jpg",TEXAS,15,99,Imperial Stout,Saint Arnold Bishop’s Barrel #8,,29,4/5.0,,Style: Bourbon Barrel Imperial Stout
190,86,Jester King Brewery,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_180334.jpg",TEXAS,14,99,Imperial Stout,Jester King / Mikkeller Weasel Rodeo,10.1%,303,/,,"This variation on an imperial oatmeal stout, brewed in collaboration with Mikkeller, contains a healthy dose of authentic Kopi Luwak coffee (a.k.a. “weasel coffee”), along with other Vietnamese coffees, ground chipotle pepper. and a touch of smoked malt."
90,96,Jester King Brewery,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_232286.jpg",TEXAS,13,99,Sour/Wild Ale,Jester King Aurelian Lure,5.4%,162,/,,"Aurelian Lure was made by taking mature, barrel-aged sour beer and refermenting it to dryness in oak barrels with apricots from northern California. Dozens of microorganisms, including wild yeasts native to the Texas Hill Country, transformed the apricots through refermentation to create a beer unique to our land."
17,87,Brash Brewing Company,3.85,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_352626.jpg",TEXAS,12,99,Imperial Stout,Brash Cortado,,,4.05/5.0,300,Imperial breakfast stout with coffee
32,96,Jester King Brewery,3.87,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_350684.jpg",TEXAS,11,99,Sour/Wild Ale,Jester King Bière de Syrah,7.3%,219,3.97/5.0,9,"We are pleased to introduce Jester King Bière de Syrah — a barrel-aged sour beer refermented with Syrah grapes. Bière de Syrah consists of a blend of beer fermented in oak barrels for nine to twelve months with our mixed culture of brewers yeast and native yeast and bacteria harvested from the air and wildflowers around our brewery. The blend was then refermented with Syrah grapes for about two weeks, transferred off of the fruit, then aged for an additional nine months in oak barrels. After packaging, the beer naturally conditioned for an additional two months prior to release. Altogether, Bière de Syrah is roughly two years old.

Bière de Syrah spent considerably more time aging than most of our other fruited sour beers. This is due to the fact that our Barrel Program Head Adrienne Ballou likes the practice of racking (transferring) beer refermented with wine grapes back into oak barrels for further maturation. Adrienne came to Jester King from the wine world and brought several winemaking techniques with her. According to Adrienne, maturation in oak barrels following fruit refermentation allows the beer to take on more complex characteristics than just bright fruit character and acidity.

The grapes used in the refermentation of Bière de Syrah came from the 2014 harvest in California. We attempt to use native Texas fruit whenever possible, but in this case, we had difficultly sourcing Texas grapes last year. Most of the grapes from the 2014 Texas harvest went to winemakers. Fortunately, we’ve developed some great relationships with wineries in our area, so hopefully this will be the last time we source grapes from California, or anywhere outside of Texas.

Bière de Syrah was brewed with Hill Country well water, barley, wheat, oats, and hops. It was fermented with our mixed culture of brewers yeast and native yeast and bacteria harvested from the Texas Hill Country prior to refermentation with Syrah grapes. It is unfiltered, unpasteurized, and 100% naturally conditioned in bottles, kegs, and casks. Bière de Syrah is 7.3% alcohol by volume, 9 IBU, 3.2 pH at the time of packaging in June 2015, and has a finishing gravity of 1.001 (0.25 degrees Plato)."
85,96,Jester King Brewery,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_283866.jpg",TEXAS,10,99,Sour/Wild Ale,Jester King 分 桃 (Fēn táo),,,/,192,"We’re pleased to introduce Jester King 分 桃 (pronounced Fēn táo) — a barrel-aged wild beer refermented with peaches from the Texas Hill Country. After slowly fermenting for months in oak barrels with naturally occurring wild yeast and native souring bacteria, 分 桃 was racked to one of our oak tanks or “foudres” filled with several hundred pounds of fresh peaches from Fredericksburg, Texas. We then allowed the beer to slowly referment the peaches to dryness, resulting in a unique beer that reflects our setting in the Texas Hill Country."
40,96,Jester King Brewery,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_305380.jpg",TEXAS,9,99,Sour/Wild Ale,Jester King Bière de Blanc du Bois,,,/,201,"We’re pleased to introduce Jester King Bière de Blanc du Bois — a barrel aged, sour beer refermented with Texas-grown Blanc du Bois grapes. Bière de Blanc du Bois is the creation of Adrienne Ballou, Head of the Barrel Program at Jester King. Adrienne came to us about two years ago, having previously studied viticulture at U.C. Davis and worked in the wine industry in France. During her time at Jester King, she has implemented numerous wine making techniques into our fermentations, including our use of punch downs during our fruit refermentations. Punch downs lead to better flavor and color extraction from the fruit during refermentation and aid in keeping acetic acid development (think vinegar) at bay. Bière de Blanc du Bois is one of the special projects that Adrienne has worked on over the last several months. Here is her description of the inspiration, process, and presentation:"
310,89,Saint Arnold Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_312071.jpg",TEXAS,8,99,Imperial Stout,Saint Arnold Divine Reserve #15,,46,/,,"This is the same beer as Divine Reserve No. 5. It was re-released as DR 15 on Jan. 26, 2015."
126,96,Karbach Brewing (AB InBev),,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_168833.jpg",TEXAS,7,99,Imperial Porter,Karbach 003 Bourbon Barrel Hellfighter,,85,/,,"F.U.N. Series 003. The “regular” bourbon version is a blend of barrels from Heaven Hill Distillery which included:  Evan Williams, Elijah Craig, and Old Fitzgerald.  All of those barrels were then blended for the final product."
33,89,Lakewood Brewing Company,3.89,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_189982.jpg",TEXAS,6,99,Imperial Stout,Lakewood French Quarter Temptress,,56,3.99/5.0,,"You don’t have to hitch a ride to N’awlins for some Crescent City flavor. Our friends at Noble Coyote Coffee Roasters age green, Fair-Trade Certified™ Peruvian Cajamarca coffee beans in recently emptied bourbon barrels for months, then roast them to perfection. We slowly infuse the beans into our beer with a touch of chicory. You’ll taste rich coffee, a hint of spice, and Fat Tuesday."
57,91,Saint Arnold Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_191112.jpg",TEXAS,5,99,Imperial Stout,Saint Arnold Bishop’s Barrel #1,12%,360,/,,"Bishop’s Barrel No. 1 is an Imperial Stout aged in 48 Woodford Reserve bourbon barrels for ten months. The nose is all bourbon and chocolate. The taste starts with a mix of spice with the bourbon and chocolate emerging and lingering through the finish. The light carbonation keeps the beer from becoming cloying, almost giving it a perception of lightness. A pleasant sipping beer, the bourbon is both present but not overpowering as you work your way through the glass. This beer should be served at 55°F or a couple degrees warmer."
59,91,Community Beer Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_302705.jpg",TEXAS,4,99,Imperial Stout,Community Barrel Aged Legion,11.6%,348,/,,
94,99,Jester King Brewery,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_253086.jpg",TEXAS,3,100,Sour/Wild Ale,Jester King Montmorency vs. Balaton,,,/,201,Barrel-Aged Sour Beer Refermented with Cherries
256,100,Jester King Brewery,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_214191.jpg",TEXAS,2,100,Sour/Wild Ale,Jester King Atrial Rubicite,5.8%,174,/,,"Back in February of this year, we added several hundred pounds of raspberries to oak barrels containing mature sour beer. We then allowed the beer to re-ferment to dryness. The result is Atrial Rubicite, our first barrel aged sour beer to incorporate fruit. Atrial Rubicite is made from well water, barley, wheat, hops, farmhouse yeast, native yeast from the Texas Hill Country, souring bacteria, and raspberries. It’s 5.8% alcohol by volume, has a finishing gravity of 1.005 and is 3.36 pH. It is unfiltered, unpasteurized and 100% bottle conditioned. Atrial Rubicite is our first beer to be packaged exclusively in 500 ml bottles."
25,100,Jester King Brewery,4.15,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_358736.jpg",TEXAS,1,100,Sour/Wild Ale,Jester King Sherry Barrel Atrial Rubicite,,7,4.33/5.0,,"A lot of time went into making this beer. This isn’t to suggest that very long periods of maturation in oak automatically lead to good beer. Far from it. In fact, some of our favorite beers we’ve made have achieved some really nice characteristics in just a few months. However, we’re really pleased with the way Sherry Barrel Atrial Rubicite turned out and are happy it received all the time it did.

The base beer for Sherry Barrel Atrial Rubicite was brewed in 2013. After maturing in oak barrels for about a year, it was blended during the spring of 2014 and refermented with raspberries. It was then racked to a single 500 liter Spanish sherry barrel for further aging and maturation. In July of 2015, fifteen months later, we racked the beer out of the sherry barrel and bottled it. All together, Sherry Barrel Atrial Rubicite took a little over two years to make. Again, this isn’t to suggest that long periods of fermentation and maturation necessarily equate to enjoyable beer, but in this case, we think it does.

Sherry Barrel Atrial Rubicite was brewed with Hill Country well water, barley, wheat, oats, and hops. It was fermented with our mixed culture of microorganisms consisting of brewers yeast and native yeast and bacteria harvested from the air and wildflowers around our brewery, and refermented with raspberries grown in Washington. Sherry Barrel Atrial Rubicite was pakagd in July of 2015 and is unfiltered, unpasteurized, and 100% naturally conditioned. At the time of bottling, it was 7.0% alcohol by volume, 1.003 specific gravity (0.75 degrees Plato), 7 IBU, and 3.3 pH.

Batch 1 - 330 mL Bottles - Bottle Labeled July 2015"
49,83,Terminal BrewHouse,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_106506.jpg",TENNESSEE,24,90,India Pale Ale (IPA),Terminal BrewHouse Magnum PA,6%,180,/,,"Oh we are makin’ the magic happen now. Put on the Hawaiian Shirt, fire up the Ferrari (or the bubble helicopter if T.C. is handy) and bring your bad selves to the Terminal for some Magnum P.A. I will turn it over to Thomas for the intro. Okay Hop-heads, we have found a way to combine the strong aromatic hop of a big West coast style double IPA and and the subtle bitter hop finish of a traditional English IPA . Magnum hops combined with traditional Cascade will make your over stimulated tongue do a double take. Close your mouth and let the hops do their magic. Wait for it, wait for it. Okay now pop that top button open and let the sexy out (that’s your fresh crop of chest hair.)"
20,83,Blackberry Farm,3.53,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_399574.jpg",TENNESSEE,23,90,Saison,Blackberry Farm Spring Saison,6.3%,189,3.64/5.0,,"Large portions of floor-malted wheat give our refreshing Spring Saison its creamy mouthfeel and hazy straw color. Smooth, slightly tart, and delicately hopped, this beer is also spiced with orange peel, coriander, and grains of paradise."
135,91,Yazoo Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_36192.jpg",TENNESSEE,22,90,Porter,Yazoo Sly Rye Porter,,,/,171,"A rich, chocolaty English Porter with a clean finish. We use the finest floor-malted Maris Otter malts from England, the same malts used for the best single-malt scotch. A portion of malted rye gives a spicy, slightly dry finish.
OG: 14.40 Plato
FG: 3.8 Plato
IBUs: 28
SRM: 29
5.7% abv"
24,95,Turtle Anarchy Brewing Company,3.52,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_179964.jpg",TENNESSEE,21,90,Specialty Grain,Turtle Anarchy Another Way to Rye,6.2%,186,3.61/5.0,60,"This beer is a bold Rye India Pale Ale with an added spiciness from a healthy addition of rye malt. The rye also contributes a nice red hue to the beer. Despite being heavily hopped during the boil, we add a generous amount of hops during the end of fermentation to give this beer a pronounced citrus hop aroma and flavor."
44,99,Terminal BrewHouse,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_97822.jpg",TENNESSEE,20,91,Witbier,Terminal BrewHouse The White Shadow,,,/,159,Two row barley and white wheat malts combine with coriander and orange peel to creat a light bodied beer with delightful orange flavor. Extremely refreshing. No fruit neccessary.
15,60,Yazoo Brewing Company,3.57,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_210127.jpg",TENNESSEE,19,92,Sour Red/Brown,Yazoo / New Belgium Embrace The Funk Series: Rufus,6%,180,3.79/5.0,,Embrace the Funk series Collaboration at Yazoo Brewing Company with New Belgium for Craft Beer Week. A wild sour deep red ale consisting of a Blackberry and Black Currant Wheat beer base from Yazoo 100% fermented with 2 strains of Brettanomyces. Blended with oak aged sour brown ale from New Belgium.
23,65,Wiseacre Brewing,3.58,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_332675.jpg",TENNESSEE,18,93,Imperial IPA,Wiseacre Adjective Animal,8.6%,258,3.69/5.0,,"Dry hopped twice, in two different vessels, along with a great wasteful pile of hops in the kettle, and another huge tongue beating heap of hops in the whirlpool. This is as hop forward as it gets. Sticky, resinous, orange peel, pine, and grapefruit aromas shall waft forth. Amarillo and Simcoe hops perfection."
11,90,Blackberry Farm,3.6,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_450576.jpg",TENNESSEE,17,93,Saison,Blackberry Farm Barrel Series - Brett Saison,,25,3.83/5.0,,A golden farmhouse ale fermented with brettanomyces and aged in French oak California red wine barrels.
52,95,Terminal BrewHouse,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_97824.jpg",TENNESSEE,16,94,Stout,Terminal BrewHouse Southsidenstein Stout,,,/,171,This monster was created with some of the best chocolate and roasted malts to create the perfect blend of stout fullness and minimal fruit esters. This beer will have you trying to decide if you like fullness or the myriad of coffee and chocolate undertones more. It will also have the other stout brewers gathering the torches and storming our door.
19,92,Blackberry Farm,3.63,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_434366.jpg",TENNESSEE,15,94,Saison,Blackberry Farm Blackberry Rye,6.3%,189,3.76/5.0,15,"This offering in our Native Series was brewed with select heritage barley and rye malts and fermented with a wild strain of native yeast harvested from honeysuckle blossoms found on Blackberry Farm’s 9,200 acre estate. A secondary fermentation with blackberries followed by additional aging in Tennessee whiskey barrels lends notes of dark fruit and oak to this medium bodied ale’s malt profile, accentuated by a mild tartness and earthy complexity from the wild native yeast."
37,91,Boscos Brewing Company (Roma Pomodori),3.55,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_31487.jpg",TENNESSEE,14,94,India Pale Ale (IPA),Boscos HopGod Ale,,,3.69/5.0,,
45,94,Blackstone Restaurant & Brewery,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_166792.jpg",TENNESSEE,13,95,India Pale Ale (IPA),Blackstone Adam Bomb IPA,,83,/,,Chinook hops.  West Coast style IPA.  This beer is under construction and still being tweaked.  This IPA finishes with a bright hop and a particular sweetness.  Check back for future batches!
22,92,Blackberry Farm,3.64,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_427958.jpg",TENNESSEE,12,95,Saison,Blackberry Farm New World Cuvee Dry Hop Saison (2016),,45,3.76/5.0,,"Inspired by classic Old World farmhouse ales, balanced by the bright character and nuances of New World hops, this golden dry-hopped saison features Wakatu, Equinox, and Comet hops."
65,69,Yazoo Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_163025.jpg",TENNESSEE,11,95,Sour/Wild Ale,Yazoo Fortuitous,,,/,,"It’s tough to describe the breakdown of it but we basically kept blending it into one of our smaller 10 barrel fermentors that we kept... until we liked how it tasted. But I would guess it’s probably around 30% barrel aged Sue, 65% sour Sue, and we did blend a little fresh Sue in (5%) to round out the aroma."
15,74,Yazoo Brewing Company,3.65,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_339934.jpg",TENNESSEE,10,95,Sour/Wild Ale,Yazoo Embrace The Funk Series: Citra Luxe,,,3.84/5.0,162,"This is inspired by the French Biere de Garde style, but soured...and then ridiculously dry-hopped with Citra and Galaxy hops! Slightly tart up front, the hops create a rich aroma and citrusy & floral finish"
17,93,Blackberry Farm,3.66,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_387841.jpg",TENNESSEE,9,96,Saison,Blackberry Farm Brett Saison,6.3%,189,3.82/5.0,,An amber Saison fermented with Brettanomyces.
94,96,Wiseacre Brewing,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_239390.jpg",TENNESSEE,8,96,Sweet Stout,Wiseacre Gotta Get Up to Get Down Coffee Milk Stout,,15,/,,"Magical natural process beans from the Konga region of Ethiopia lead the way in this beautiful coffee stout. This rare variety of coffee leads to aromas of sweet roastiness and flavors of blueberry pie. Lactose, or milk sugar, is added along with oats for a silky medium body and a lush finish. Red Bull and vodka done the long way for old men; not teenagers."
39,99,Blackberry Farm,3.75,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_422992.jpg",TENNESSEE,7,97,Smoked,Blackberry Farm / Evil Twin From Tennessee With Smoke,6.3%,189,3.83/5.0,,Collaboration One. Evil Twin. Allen Benton. Blackberry Farm. Smoked Farmhouse Ale.
